1.1178426802186125,16.839710857390983,40863172,2012:11:07:18:52:43:651000
1.0105766392673887,16.087322201344428,40863172,2012:11:07:18:52:44:154000
0.7678616870009116,14.40050710372752,40863172,2012:11:07:18:52:44:655000
1.1464761198979456,17.085812300045088,40863172,2012:11:07:18:52:45:149000
5.589631118826769,17.084528608327965,40863172,2012:11:07:18:52:45:653000
5.048987629673759,15.68058716179634,40863172,2012:11:07:18:52:46:152000
6.450862591656019,19.253862202906447,40863172,2012:11:07:18:52:46:654000
7.0648994448289875,20.97629365725095,40863172,2012:11:07:18:52:47:154000
6.694434634659094,19.89046895645081,40863172,2012:11:07:18:52:47:652000
6.2904332713482685,18.854599316462775,40863172,2012:11:07:18:52:48:154000
0.45331174686611164,13.006911335427919,40863172,2012:11:07:18:52:48:651000
0.9322591538799316,15.878488902483566,40863172,2012:11:07:18:52:49:151000
0.19959609830269132,11.90344718839112,40863172,2012:11:07:18:52:49:649000
0.42326963088441927,12.941960573458172,40863172,2012:11:07:18:52:50:155000
0.4077896729363166,12.68763979346818,40863172,2012:11:07:18:52:50:649000
